Customer Name,Customer ID,Row ID,Lenghth,Order Priority,Discount, Unit Price , Shipping Cost ,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date, Profit ,Quantity ordered new,Sales,Order ID,Status
Eugene Kerr,1026,20872,4,High,10%, $5.98 , $3.85 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",68%,United States,East,New York,Central Islip,11722,29-05-2015,30-05-2015, $18.92 ,26,151.55,89008,Accepted
Gerald Raynor,1633,24786,13,Not Specified,3%, $5.98 , $3.85 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",68%,United States,South,Mississippi,Horn Lake,38637,10-02-2015,12-02-2015, $(76.11),6,38.54,90531,Accepted
Rhonda Ivey,145,25582,3,Low,7%, $154.13 , $69.00 ,Express Air,Home Office,Furniture,Tables,Large Box,Laminate Occasional Tables,68%,United States,East,Pennsylvania,West Mifflin,15122,16-03-2015,16-03-2015, $(634.73),3,453.62,91089,Accepted
Denise Carver,397,20693,8,Critical,10%, $154.13 , $69.00 ,Regular Air,Corporate,Furniture,Tables,Large Box,Laminate Occasional Tables,68%,United States,East,Ohio,Cuyahoga Falls,44221,02-02-2015,03-02-2015, $(372.49),8,1216.32,89319,Accepted
Lindsay P Ashley,604,4015,8,Critical,9%, $154.13 , $69.00 ,Express Air,Corporate,Furniture,Tables,Large Box,Laminate Occasional Tables,68%,United States,West,California,Los Angeles,90045,14-03-2015,15-03-2015," $(1,763.75)",38,5679.59,28647,Accepted
Alison Peters Wooten,605,22015,8,Critical,9%, $154.13 , $69.00 ,Express Air,Corporate,Furniture,Tables,Large Box,Laminate Occasional Tables,68%,United States,East,New York,West Islip,11795,14-03-2015,15-03-2015," $(1,763.75)",10,1494.63,91144,Accepted
Kerry Beach,2352,19270,13,Not Specified,9%, $71.37 , $69.00 ,Regular Air,Home Office,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",68%,United States,East,Maryland,Cumberland,21501,23-06-2015,24-06-2015," $(1,537.14)",19,1302.98,86166,Accepted
Jack Horn,2486,22028,4,High,2%, $71.37 , $69.00 ,Regular Air,Small Business,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",68%,United States,South,Georgia,Statesboro,30458,06-02-2015,07-02-2015, $(439.91),4,237.62,91414,Accepted
Marie Bass,1340,3005,3,Low,7%, $5.98 , $4.69 ,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",68%,United States,East,New York,New York City,10170,10-02-2015,15-02-2015, $(24.44),11,73.44,21636,Accepted
Edward Bynum,1341,21005,3,Low,7%, $5.98 , $4.69 ,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",68%,United States,East,Pennsylvania,Chambersburg,17201,10-02-2015,15-02-2015, $(12.71),3,20.03,91244,Accepted
Elisabeth Shaw,3331,21588,6,Medium,9%, $5.98 , $4.69 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",68%,United States,South,Florida,Ormond Beach,32174,05-01-2015,06-01-2015, $(781.13),11,65.85,86283,Accepted
Yvonne Fox,146,23365,13,Not Specified,1%, $45.98 , $4.80 ,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,68%,United States,Central,Texas,Watauga,76148,12-03-2015,13-03-2015, $133.58 ,4,193.59,91088,Accepted
Glenda Hunter,3151,19625,13,Not Specified,1%, $145.98 , $46.20 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Rectangular Conference Tables,69%,United States,West,California,Twentynine Palms,92277,03-06-2015,03-06-2015, $(134.51),9,1370.79,88543,Accepted
Bob Gibson,3327,18259,13,Not Specified,6%, $113.98 , $30.00 ,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,69%,United States,Central,Michigan,Port Huron,48060,06-03-2015,08-03-2015, $(127.30),3,356.14,87272,Accepted
Scott Bunn,68,5273,3,Low,7%, $100.98 , $45.00 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,69%,United States,East,New York,New York City,10177,02-01-2015,04-01-2015," $(1,679.76)",43,4083.19,37537,Accepted
Max Small,202,18783,4,High,3%, $7.37 , $5.53 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",69%,United States,Central,Oklahoma,Bartlesville,74006,16-01-2015,18-01-2015, $(133.70),11,85.79,88972,Accepted
Lynne Wilcox,1984,24935,13,Not Specified,10%, $7.37 , $5.53 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",69%,United States,South,South Carolina,Hilton Head Island,29915,16-05-2015,16-05-2015, $290.20 ,38,269.33,91258,Accepted
Scott Moore,1934,19697,3,Low,4%, $180.98 , $30.00 ,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,69%,United States,Central,Texas,Georgetown,78626,30-05-2015,30-05-2015, $52.99 ,3,561.65,86688,Accepted
Jack Horn,2486,23495,3,Low,0%, $180.98 , $30.00 ,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,69%,United States,South,Georgia,Statesboro,30458,03-02-2015,05-02-2015, $9.20 ,11,2084.16,91416,Accepted
Virginia Gay,286,19169,3,Low,10%, $130.98 , $54.74 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",69%,United States,Central,Kansas,Shawnee,66203,17-06-2015,21-06-2015, $(530.24),9,1155.73,89761,Accepted
David Wrenn,751,23629,3,Low,6%, $130.98 , $54.74 ,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",69%,United States,South,Kentucky,Georgetown,40324,27-02-2015,06-03-2015, $14.76 ,3,411.64,91201,Accepted
Wesley Reid,1466,25917,3,Low,4%, $130.98 , $54.74 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",69%,United States,Central,Nebraska,Columbus,68601,12-06-2015,12-06-2015, $(723.78),14,1781.66,91116,Accepted
Jerry Webster,2858,18507,3,Low,10%, $130.98 , $54.74 ,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",69%,United States,South,Florida,Fruit Cove,32259,23-05-2015,23-05-2015, $669.61 ,42,5295.03,88282,Accepted
Diana Coble Hubbard,1935,19699,3,Low,1%, $110.98 , $13.99 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",69%,United States,Central,Texas,Grand Prairie,75051,30-05-2015,04-06-2015," $1,448.73 ",19,2099.61,86688,Accepted
Courtney Nelson,2924,18345,8,Critical,2%, $110.98 , $13.99 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",69%,United States,East,Maryland,Laurel,20707,16-01-2015,18-01-2015, $(106.34),2,226.53,86591,Accepted
Arnold Johnson,2764,21629,6,Medium,2%, $29.74 , $6.64 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Acco Perma® 2700 Stacking Storage Drawers,70%,United States,East,New Jersey,Hackensack,7601,22-04-2015,22-04-2015, $(21.06),4,120.81,90724,Accepted
Miriam Bowman,2968,21391,13,Not Specified,4%, $150.98 , $16.01 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",70%,United States,South,Florida,Hollywood,33021,22-02-2015,23-02-2015, $(125.86),5,731.38,86085,Accepted
Kent Kerr,152,22470,3,Low,10%, $39.98 , $4.00 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,70%,United States,South,Tennessee,Knoxville,37918,18-06-2015,22-06-2015, $360.24 ,21,772.56,89525,Accepted
Leo J Olson,2649,18720,4,High,1%, $39.98 , $4.00 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,70%,United States,East,Maryland,Edgewood,21040,11-06-2015,12-06-2015, $(30.81),5,203.29,88814,Accepted
Dana Rankin,3206,18438,3,Low,1%, $39.98 , $4.00 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,70%,United States,West,Idaho,Twin Falls,83301,30-03-2015,04-04-2015, $51.59 ,6,257.52,87933,Accepted
Claudia White,3224,19517,8,Critical,6%, $60.98 , $30.00 ,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Fabric Task Chair,70%,United States,South,Tennessee,Gallatin,37066,01-04-2015,02-04-2015, $(74.09),2,125.9,86508,Accepted
Marshall Brandt Briggs,247,18849,6,Medium,2%, $146.05 , $80.20 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BPI Conference Tables,71%,United States,South,Tennessee,Maryville,37804,23-02-2015,23-02-2015, $(101.19),5,798.69,89139,Accepted
Charlotte L Doyle,1499,20018,6,Medium,8%, $146.05 , $80.20 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,BPI Conference Tables,71%,United States,South,Florida,Coral Gables,33134,04-02-2015,05-02-2015, $(27.95),11,1557.66,90731,Accepted
Vernon Hirsch Singleton,2094,18696,6,Medium,8%, $400.98 , $42.52 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,71%,United States,West,California,Chico,95928,05-02-2015,06-02-2015," $3,031.97 ",20,7840.04,86629,Accepted
Kristin George,1009,18886,4,High,10%, $550.98 , $45.70 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,71%,United States,East,Maine,Saco,4072,19-06-2015,21-06-2015, $818.55 ,14,6963.67,88372,Accepted
Jennifer Siegel,896,19470,8,Critical,6%, $47.98 , $3.61 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",71%,United States,Central,Texas,Denton,76201,20-06-2015,22-06-2015, $35.96 ,11,517.68,90167,Accepted
Rodney Kearney,2787,21587,13,Not Specified,1%, $47.98 , $3.61 ,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",71%,United States,South,Louisiana,Metairie,70003,12-03-2015,13-03-2015, $(44.44),8,393.98,91316,Accepted
Maureen Whitley,3255,21046,8,Critical,6%, $47.98 , $3.61 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",71%,United States,South,Florida,Tamarac,33319,18-02-2015,20-02-2015, $596.81 ,2,97.96,90488,Accepted
Alison Stewart,1484,21807,4,High,0%, $193.17 , $19.99 ,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,71%,United States,Central,Illinois,Des Plaines,60016,11-03-2015,12-03-2015, $282.18 ,5,971.4,91235,Accepted
Laurence Cummings,2308,23314,3,Low,3%, $193.17 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,71%,United States,South,Florida,Lehigh Acres,33971,24-03-2015,28-03-2015, $(348.75),8,1548.97,90557,Accepted
Andrew Levine,3079,7492,13,Not Specified,1%, $193.17 , $19.99 ,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,71%,United States,East,Pennsylvania,Philadelphia,19112,11-06-2015,11-06-2015," $1,141.07 ",63,12190.98,53476,Accepted
Dan Lamm,1650,24016,4,High,5%, $6.48 , $2.74 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",71%,United States,South,North Carolina,Asheboro,27203,09-05-2015,09-05-2015, $15.10 ,15,94.27,91042,Accepted
Laurence Simon,2820,24373,3,Low,8%, $6.48 , $2.74 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",71%,United States,Central,Missouri,Oakville,63129,10-05-2015,12-05-2015, $(82.64),18,113.68,87899,Accepted
Marsha P Joyner,911,25357,13,Not Specified,4%, $218.75 , $69.64 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,72%,United States,East,West Virginia,Wheeling,26003,31-01-2015,01-02-2015, $(655.53),10,2285.41,90185,Accepted
Tom Hoyle Honeycutt,2157,21834,3,Low,5%, $55.50 , $52.20 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,72%,United States,Central,Michigan,Warren,48093,16-03-2015,16-03-2015, $(118.54),4,253.87,90385,Accepted
Jacob McNeill,2391,23557,13,Not Specified,6%, $4.77 , $2.39 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",72%,United States,East,New York,Oceanside,11572,25-05-2015,26-05-2015, $(45.64),9,42.46,91122,Accepted
Frances Powers,2903,23151,13,Not Specified,6%, $70.89 , $89.30 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,KI Conference Tables,72%,United States,East,Ohio,Reynoldsburg,43068,25-06-2015,25-06-2015, $65.08 ,6,364.26,87374,Accepted
Christopher Bryant,637,19539,3,Low,6%, $160.98 , $35.02 ,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,72%,United States,West,California,Santa Clara,95051,20-03-2015,24-03-2015, $(229.68),8,1232.01,87953,Accepted
Neal Wolfe,640,1539,3,Low,6%, $160.98 , $35.02 ,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,72%,United States,West,Washington,Seattle,98119,20-03-2015,24-03-2015, $(229.68),30,4620.05,11077,Accepted
Randy Jiang,1124,18211,4,High,9%, $160.98 , $35.02 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,72%,United States,East,Connecticut,Norwich,6360,20-06-2015,21-06-2015, $(229.93),18,2653.02,87016,Accepted
Wayne Sutherland,1485,22765,13,Not Specified,5%, $225.02 , $28.66 ,Delivery Truck,Home Office,Office Supplies,Storage & Organization,Jumbo Drum,Tennsco Double-Tier Lockers,72%,United States,Central,Illinois,Downers Grove,60516,20-02-2015,22-02-2015," $1,428.91 ",21,4636.63,91236,Accepted
Vickie Coates,1253,19324,3,Low,10%, $212.60 , $110.20 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,73%,United States,Central,Texas,Cedar Park,78613,23-04-2015,25-04-2015," $(3,465.07)",12,2346.03,89981,Accepted
Wayne Bass,2548,5780,3,Low,4%, $212.60 , $110.20 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,73%,United States,West,California,Los Angeles,90068,21-04-2015,25-04-2015, $(513.79),33,7384.18,40997,Accepted
Martha Bowers,2549,23780,3,Low,4%, $212.60 , $110.20 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,73%,United States,East,Ohio,Whitehall,43213,21-04-2015,25-04-2015, $(513.79),8,1790.1,88657,Accepted
Gene Heath Cross,2196,19114,6,Medium,10%, $140.85 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",73%,United States,East,New York,Jamestown,14701,07-04-2015,09-04-2015, $9.99 ,19,2465.75,89175,Accepted
Cheryl Guthrie,800,19265,3,Low,4%, $50.98 , $6.50 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,73%,United States,West,Utah,Roy,84067,28-03-2015,03-04-2015, $(13.28),11,568.25,89910,Accepted
Neil Parker,1527,21455,3,Low,9%, $50.98 , $6.50 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,73%,United States,South,Alabama,Decatur,35601,21-05-2015,28-05-2015, $70.18 ,28,1395.41,86815,Accepted
Robert Rollins,1767,20636,8,Critical,1%, $50.98 , $6.50 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,73%,United States,South,Georgia,Newnan,30265,26-03-2015,27-03-2015, $5.34 ,16,818.49,89211,Accepted
Lloyd Levin,2256,18652,6,Medium,7%, $70.98 , $30.00 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Turbo Task Chair,73%,United States,South,North Carolina,New Bern,28560,24-03-2015,26-03-2015, $(222.95),20,1373.47,87964,Accepted
Maria Thomas,467,22755,13,Not Specified,2%, $12.99 , $14.37 ,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",73%,United States,East,Massachusetts,Beverly,1915,11-01-2015,12-01-2015, $(556.81),11,143.63,88060,Accepted
Gregory Holden,972,20537,3,Low,0%, $12.99 , $14.37 ,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",73%,United States,West,California,Riverside,92503,28-02-2015,28-02-2015, $12.90 ,1,18.69,87259,Accepted
Edith Reynolds,3036,19849,13,Not Specified,2%, $12.99 , $14.37 ,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",73%,United States,Central,North Dakota,Mandan,58554,16-01-2015,18-01-2015, $(159.86),5,67.64,89129,Accepted
Steve McKee,497,26315,8,Critical,7%, $152.48 , $6.50 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,74%,United States,South,Tennessee,Murfreesboro,37130,14-05-2015,16-05-2015, $171.84 ,35,5062.49,90706,Accepted
Gary Hester,1233,21207,8,Critical,2%, $152.48 , $6.50 ,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,74%,United States,Central,Texas,Flower Mound,75028,09-04-2015,11-04-2015, $(564.60),1,162.91,89375,Accepted
Gene Gilliam,1060,8200,6,Medium,9%, $138.75 , $52.42 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,74%,United States,South,Georgia,Atlanta,30318,24-03-2015,25-03-2015, $(445.97),23,2527.79,58628,Accepted
Willie Robinson,1062,26200,6,Medium,9%, $138.75 , $52.42 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,74%,United States,East,New York,Coram,11727,24-03-2015,25-03-2015, $(335.32),6,659.42,91354,Accepted
Aaron Riggs,522,23202,6,Medium,1%, $179.29 , $29.21 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",74%,United States,West,Oregon,Redmond,97756,22-06-2015,23-06-2015," $2,800.12 ",21,3112.13,89327,Accepted
Eileen Schwartz,2046,22971,8,Critical,6%, $376.13 , $85.63 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bretford Rectangular Conference Table Tops,74%,United States,Central,Kansas,Liberal,67901,12-06-2015,14-06-2015, $(435.76),13,4634.69,88219,Accepted
Kent Kerr,152,22243,3,Low,1%, $79.52 , $48.20 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,74%,United States,South,Tennessee,Knoxville,37918,19-04-2015,26-04-2015, $(40.68),8,667.84,89522,Accepted
Denise Parks,946,24459,8,Critical,9%, $90.98 , $56.20 ,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,74%,United States,East,Maine,Auburn,4210,01-03-2015,02-03-2015," $(1,570.32)",20,1782.44,86566,Accepted
Teresa Wallace,1946,20371,6,Medium,8%, $90.98 , $56.20 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,74%,United States,East,Pennsylvania,Mount Lebanon,15228,26-01-2015,28-01-2015," $(1,920.93)",12,1058.36,86331,Accepted
Stanley Steele,2709,18899,6,Medium,0%, $90.98 , $56.20 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,74%,United States,East,Maryland,Ellicott City,21042,28-05-2015,30-05-2015," $(1,014.11)",15,1425.71,89240,Accepted
Ted Dunlap,1085,23104,13,Not Specified,6%, $30.42 , $8.65 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Internet Keyboard, Platinum",74%,United States,East,New York,Deer Park,11729,13-05-2015,15-05-2015, $(159.25),10,309.05,86124,Accepted
